,image_id,text_meteor_scores,image_meteor_scores,image_text_meteor_scores,average
0,1812.10049v2-TableI-1.png,0.8670850440290043,0.9488255065822538,0.8943583838619404,0.9034229781577329
1,1909.00798v1-TableI-1.png,0.8475225771839515,0.8409704732132688,0.8921613463825118,0.8602181322599107
2,1811.07516v2-Table5-1.png,0.2769796963541596,0.3402062457778409,0.2775358804833848,0.29824060753846177
3,2002.02991v1-TableV-1.png,0.49147554774185576,0.6129861882365029,0.52991452991453,0.5447920886309628
4,1905.10254v1-TableII-1.png,0.607854045733717,0.6296807211417459,0.783293701480677,0.6736094894520467
5,1612.04629v3-Table6-1.png,0.8223615093177717,0.8396073903557794,0.8067253227184483,0.8228980741306664
6,1812.01499v1-Table7-1.png,0.8928149065186494,0.889437240337404,0.8987622051036939,0.8936714506532489
7,1912.01805v1-Table1-1.png,0.36246689822093836,0.3957902946735883,0.6375753702975487,0.46527752106402515
8,1909.07018v1-Table1-1.png,0.7563613932603794,0.765994015015193,0.7535570872472318,0.7586374985076015
9,1908.00219v2-TableI-1.png,0.347297128439917,0.3503140023699067,0.36857203207209815,0.3553943876273073
10,1811.08180v3-Table8-1.png,0.5664685621098482,0.5841840846649442,0.5933833960582933,0.5813453476110285
11,2002.10981v1-TableV-1.png,0.8068217634544164,0.8546949340747597,0.8404043577161474,0.8339736850817744
12,1903.12302v1-TableIII-1.png,0.21971697896221787,0.2502250381331386,0.2815016789113585,0.2504812320022383
13,1810.11580v1-Table3-1.png,0.8946754293786244,0.8974109714448312,0.9223295082077027,0.9048053030103861
14,1908.11551v2-TableI-1.png,0.778186274509804,0.8373683600584994,0.7330578347888764,0.78287082311906
15,1810.00319v6-Table1-1.png,0.3049746715470331,0.33642119939529513,0.3018196768196768,0.314405182587335
16,1904.11366v1-TableI-1.png,0.3523240831419735,0.3520247471754383,0.3411112220677364,0.34848668412838274
17,1912.01842v1-Table1-1.png,0.6312158120258727,0.6628409808558596,0.5394861804419965,0.6111809911079096
18,1902.08639v1-Table1-1.png,0.28901589180965914,0.4708414058158447,0.28217615935262996,0.3473444856593779
19,1907.04553v1-Table3-1.png,0.22929532656761997,0.2855088298632653,0.28845347189418985,0.2677525427750251
20,2002.05287v2-Table3-1.png,0.1904432132963989,0.23443744126046898,0.21076149425287358,0.2118807162699138
21,1901.00785v3-Table1-1.png,0.7032816049297502,0.762495411124216,0.7242097126712511,0.729995576241739
22,2001.11279v2-Table1-1.png,0.4252232142857144,0.48846217999945235,0.4465323741007195,0.4534059227952954
23,1811.00741v1-Table1-1.png,0.511420711383042,0.4252235323453975,0.511067764032191,0.48257066925354347
24,2003.03653v1-TableII-1.png,0.7771279477372058,0.881356351404828,0.7274891416589809,0.7953244802670049
25,2001.09604v1-Table5-1.png,0.37753884822946693,0.3946975308641975,0.3533912012733077,0.37520919345565734
26,2002.00539v2-TableV-1.png,0.7887907087337206,0.9528335870961336,0.8186942840384954,0.8534395266227831
27,2003.12604v2-TableI-1.png,0.5778930616039547,0.4992842872013428,0.6660216197994271,0.5810663228682416
28,1910.01770v2-TableIII-1.png,0.664715413160508,0.6986394281902907,0.6033211763792969,0.6555586725766985
29,1809.08410v1-TableI-1.png,0.34912455861283154,0.7815395154254671,0.7807930593457867,0.637152377794695
30,1811.07516v2-Table4-1.png,0.33175889321173585,0.44027948450721754,0.33175889321173585,0.3679324236435631
31,1912.01805v1-Table2-1.png,0.28882348263605595,0.2829626900314791,0.2909402160857792,0.2875754629177714
32,1812.01499v1-Table9-1.png,0.8947966996571073,0.9337584059775841,0.9267205346008985,0.9184252134118633
33,1911.13044v3-Table1-1.png,0.38932824891541634,0.3496476676975344,0.42853595042495657,0.38917062234596916
34,1612.04629v3-Table4-1.png,0.595770067531813,0.6050211833740027,0.6449493056261508,0.6152468521773222
35,1910.08233v1-TableIII-1.png,0.6284608489716519,0.7579549292028672,0.7647858512207885,0.7170672097984357
36,2002.01180v2-Table2-1.png,0.8266634372817926,0.9311773710648821,0.8952605835722719,0.8843671306396489
37,2002.01113v1-Table4-1.png,0.5151665647921759,0.5875547907415737,0.49144010029663415,0.5313871519434613
38,1809.08410v1-TableII-1.png,0.7531352510084385,0.846764179479213,0.8530903007141559,0.8176632437339357
39,1903.07424v1-TableII-1.png,0.6437057581653352,0.1813669039642658,0.571364046973803,0.465478903034468
40,2003.00225v1-TableII-1.png,0.7140428701943511,0.9270183980731085,0.7618559931599242,0.8009724204757945
41,1812.05645v2-Table2-1.png,0.5562435741123989,0.7288124640105581,0.5287499825143034,0.6046020068790868
42,1912.12408v1-Table1-1.png,0.6088904891572956,0.6478834774692762,0.6441379814175731,0.633637316014715
43,1907.10971v1-TableIII-1.png,0.841023569023569,0.9560806629275147,0.841023569023569,0.8793759336582175
44,1903.12359v2-Table7-1.png,0.7659567269130261,0.838684935396288,0.8597665701430388,0.8214694108174511
45,2002.10981v1-TableII-1.png,0.6364296873578397,0.6036203976838196,0.6840989399293286,0.6413830083236626
46,1810.11580v1-Table1-1.png,0.9365213124141877,0.6516161831443581,0.8806863785636911,0.8229412913740791
